cep,cnpj,data_abertura,municipio,nome_fantasia,razao_social,situacao,uf
18051996000553,ABASTECEDORA DE COMBUSTIVEIS UNION LTDA,,RS,ARARICA,93.880-000,27/05/2013,ATIVA
20539989000113,ABASTECEDORA DE COMBUSTIVEIS DO PARQUE LTDA,,RS,OSORIO,95.520-000,01/07/2014,ATIVA
25528919000183,ABASTECEDORA DE COMBUSTIVEIS DO SUL BR 290 LTDA.,,RS,SANTA MARGARIDA DO SUL,97.335-000,11/08/2016,ATIVA
04648149000132,ABASTECEDORA DE COMBUSTIVEIS VILA NASCENTE LTDA,POSTO BOQUEIRAO,RS,SAO SEPE,97.340-000,31/07/2001,ATIVA
22435951000207,AFG COMERCIO DE COMBUSTIVEIS LTDA,,RS,NOVO HAMBURGO,93.510-160,12/05/2015,ATIVA
92076108000186,ALEGRIA COMERCIAL DE COMBUSTIVEIS LTDA,,RS,TAPES,96.760-000,30/03/1988,ATIVA
04596456000117,ANDEBRAZ MEGA POSTOS LTDA,ANDREAZZA,RS,IPE,95.240-000,02/08/2001,ATIVA
01612286000129,AUTO ABASTECEDORA CONRADO LTDA,POSTO AMIGAO,RS,TRES PALMEIRAS,99.675-000,30/12/1996,ATIVA
01540969000118,AUTO BASSANO LTDA,AUTO BASSANO,RS,NOVA BASSANO,95.340-000,13/11/1996,ATIVA
00692806000198,AUTO POSTO AGUIA DE OURO - EIRELI,AUTO POSTO AGUIA DE OURO,DF,BRASILIA,70.732-010,11/02/1983,ATIVA
17455659000135,AUTO POSTO EDU CHAVES LTDA,,RS,PORTO ALEGRE,90.240-610,22/01/2013,ATIVA
13682250000109,AUTO POSTO PRIMO LTDA,REDE MAIS,RS,PORTO ALEGRE,90.240-510,20/05/2011,ATIVA
90101973000100,AUTO POSTO TORRES LTDA,,RS,TORRES,95.560-000,08/10/1984,ATIVA
11297222000134,POSTO RUFFUS LTDA,BR MENINO DEUS,RS,PORTO ALEGRE,90.150-003,10/11/2009,ATIVA
23705802000100,CAMPUS NONOAI COMERCIO DE COMBUSTIVEIS LTDA,POSTO UNIVERSITARIO,RS,PORTO ALEGRE,91.720-000,19/11/2015,ATIVA
19339759000121,CARPES COMERCIAL DE COMBUSTIVEIS LTDA,POSTO BR,RS,MANOEL VIANA,97.640-000,28/11/2013,ATIVA
00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,DF,BRASILIA,71.625-500,03/01/2012,ATIVA
00306597007100,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,DF,BRASILIA,71.510-000,03/01/2012,ATIVA
10759400000139,CENTRO AUTOMOTIVO MOINHOS DE VENTO COMERCIO DE VEICULOS LTDA,,RS,PORTO ALEGRE,90.510-002,13/02/2009,ATIVA
19254553000107,CF COMERCIO DE COMBUSTIVEIS LTDA,POSTO CAMPOS VELHO,RS,PORTO ALEGRE,90.820-000,08/10/2013,ATIVA
89639751000247,COMERCIAL DE COMBUSTIVEIS DENARDI LTDA,,RS,TORRES,95.560-000,20/04/1993,ATIVA
89639751000328,COMERCIAL DE COMBUSTIVEIS DENARDI LTDA,,RS,TORRES,95.560-000,10/03/2004,ATIVA
02558109000255,COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA,POSTO FORMULA - TIO HUGO,RS,TIO HUGO,99.345-000,11/08/1998,ATIVA
02558109000760,COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA,POSTO FORMULA - BR 386,RS,LAJEADO,95.900-313,03/05/2001,ATIVA
88407556000148,COMERCIAL DE COMBUSTIVEIS PESSANO LTDA,POSTO DA PONTE,RS,ROSARIO DO SUL,97.590-000,04/11/1975,ATIVA
06890779000144,COMERCIO E TRANSPORTE DE COMBUSTIVEIS G.W. LTDA,POSTO CODORNA,RS,LAJEADO,95.905-500,29/07/2004,ATIVA
06275736000159,COMERCIO E TRANSPORTES DE COMBUSTIVEIS VALENTINA EIRELI,POSTO VALENTINA,RS,NOVA SANTA RITA,92.480-000,21/05/2004,ATIVA
08333420000100,COMERCIAL DE COMBUSTIVEIS DOM PEDRO II LTDA,,RS,PORTO ALEGRE,90.550-140,03/10/2006,ATIVA
93489243005851,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,,RS,MONTENEGRO,95.780-000,05/11/2012,ATIVA
93489243006319,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,,RS,CHUI,96.255-000,05/02/2013,ATIVA
00804430000409,COMERCIAL DE COMBUSTIVEIS LOVATO LTDA,,RS,MANOEL VIANA,97.640-000,15/07/1999,ATIVA
05760835000163,COMERCIAL DE COMBUSTIVEIS BR NONOAI LTDA,POSTO NONOAI,RS,PORTO ALEGRE,91.720-000,03/07/2003,ATIVA
04964424000127,COMERCIAL DE COMBUSTIVEIS CAVALHADA EIRELI,POSTO CAVALHADA,RS,PORTO ALEGRE,91.740-001,22/03/2002,ATIVA
05692130000156,COMERCIAL DE COMBUSTIVEIS ITAPEVI LTDA.,POSTO ITAPEVI,RS,ROSARIO DO SUL,97.590-000,30/05/2003,ATIVA
05280463000178,COMERCIAL DE COMBUSTIVEIS J C COLOMBO LTDA.,AUTO POSTO COLOMBO,RS,SARANDI,99.560-000,11/09/2002,ATIVA
01958174000205,COMERCIAL DE COMBUSTIVEIS MINEIRO LTDA,,RS,MINAS DO LEAO,96.755-000,11/06/2003,ATIVA
05566068000156,COMERCIAL DE COMBUSTIVEIS PARIS LTDA,POSTO PARIS,RS,PORTO ALEGRE,91.330-000,21/03/2003,ATIVA
10512396000100,COMERCIAL DE COMBUSTIVEIS SILVA JARDIM LTDA,,RS,PORTO ALEGRE,90.450-070,01/12/2008,ATIVA
08051756000171,COMERCIO DE COMBUSTIVEIS POLLY POSITION LTDA,,RS,VACARIA,95.200-000,25/05/2006,ATIVA
95425369000314,COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA,POSTOS NEVOEIRO,RS,SANTA CRUZ DO SUL,96.815-790,18/02/1976,ATIVA
95425369002368,COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA,POSTOS NEVOEIRO,RS,LAJEADO,95.900-000,21/08/2013,ATIVA
22760992000198,COMERCIAL DE COMBUSTIVEIS PELE LTDA,,RS,NOVA HARTZ,93.890-000,30/06/2015,ATIVA
00247977000108,COMERCIO DE COMBUSTIVEIS POR DO SOL EIRELI,,RS,PORTO ALEGRE,90.110-000,14/10/1994,ATIVA
94461753000148,COMERCIO DE COMBUSTIVEIS SAO MARCOS LTDA,,RS,SOBRADINHO,96.900-000,06/02/1992,ATIVA
14163926000102,COMERCIO DE COMBUSTIVEIS DAS AGUAS LTDA,POSTO DAS AGUAS,RS,RONDINHA,99.590-000,04/08/2011,ATIVA
93489243004537,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,,RS,PORTO ALEGRE,90.220-002,24/07/2009,ATIVA
93489243004103,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,,RS,PORTO ALEGRE,90.220-004,18/06/2009,ATIVA
93489243004880,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA,,RS,SANTA MARIA,97.070-160,02/07/2010,ATIVA
97078463004790,COOPERATIVA TRITICOLA REGIONAL SAOLUIZENSE LTDA,COOPATRIGO,RS,SAO LUIZ GONZAGA,97.800-000,28/01/2008,ATIVA
95821310005738,COOPERATIVA TRITICOLA SANTA ROSA LTDA,COTRIROSA,RS,GIRUA,98.870-000,20/08/2012,ATIVA
97005581000609,COQUEIRO COMBUSTIVEIS E SERVICOS LTDA,POSTO IPIRANGA DO CRISTAL,RS,CRISTAL,96.195-000,23/04/1985,ATIVA
04307600000158,DIAS FAURI & CIA LTDA,OMEGA I,RS,PORTO ALEGRE,90.610-270,22/02/2001,ATIVA
87061016000192,DIOGA REVENDEDORA DE OLEOS E GASOLINA LTDA,,RS,PORTO ALEGRE,91.900-000,03/04/1972,ATIVA
07077510000106,DISTRIBUIDORA DE COMBUSTIVEIS REGINATTO LTDA,POSTO CHAMA,RS,VENANCIO AIRES,95.800-000,11/11/2004,ATIVA
07473735003520,SIM REDE DE POSTOS LTDA,SIM - REDE DE POSTOS,RS,ELDORADO DO SUL,92.990-000,06/01/2010,ATIVA
07473735006201,SIM REDE DE POSTOS LTDA,SIM - REDE DE POSTOS,RS,TORRES,95.560-000,13/03/2012,ATIVA
07473735007194,SIM REDE DE POSTOS LTDA,SIM - REDE DE POSTOS,RS,CAMAQUA,96.180-000,10/12/2012,ATIVA
07473735009561,SIM REDE DE POSTOS LTDA,SIM - REDE DE POSTOS,RS,PORTO ALEGRE,90.160-092,09/06/2014,ATIVA
07473735013321,SIM REDE DE POSTOS LTDA,SIM - REDE DE POSTOS,RS,ARROIO GRANDE,96.330-000,22/11/2016,ATIVA
00260825000145,D S COMBUSTIVEIS LTDA,,RS,PORTO ALEGRE,90.480-003,20/10/1994,ATIVA
90212093000100,"ABASTECEDORA E GARAGEM""SS""LTDA","GARAGE ""SS""",RS,PORTO ALEGRE,90.640-000,10/01/1985,ATIVA
01268307000130,FAURI COMERCIO DE COMBUSTIVEIS LTDA,,RS,PORTO ALEGRE,90.470-001,20/06/1996,ATIVA
14807799000137,FIT COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,,RS,PORTO ALEGRE,90.150-003,27/12/2011,ATIVA
92974351000111,GARAGEM JOCKEY LTDA,GARAGEM JOCKEY,RS,PORTO ALEGRE,90.810-070,23/03/1970,ATIVA
87554036000103,GARAGEM RIO BRANCO LTDA,,RS,PORTO ALEGRE,90.420-120,02/07/1981,ATIVA
92956176000130,GARAGEM SIQUEIRA CAMPOS SOCIEDADE SIMPLES LTDA,,RS,PORTO ALEGRE,90.010-000,27/02/1970,ATIVA
04315359000109,GARG POSTO DE SERVICOS EIRELI,,RS,PORTO ALEGRE,90.050-003,06/03/2001,ATIVA
14089871000138,GETULIO - ABASTECEDORA DE COMBUSTIVEIS LTDA.,MOBY 2,RS,PORTO ALEGRE,90.150-005,02/08/2011,ATIVA
94405396000362,GIOVANE F. PICK EIRELI,POSTO CENTRAL,RS,PARAISO DO SUL,96.530-000,17/07/2012,ATIVA
87540225000119,J A LIMA & CIA LTDA,,RS,ALEGRETE,97.546-090,08/05/1973,ATIVA
07688812000200,J.R. AIRES COMERCIAL DE COMBUSTIVEIS LTDA,,RS,SANTA MARIA,97.030-080,29/03/2011,ATIVA
00108670000207,JARJOUR VEICULOS E PETROLEO LIMITADA,JARJOUR VEICULOS,DF,BRASILIA,70.844-000,18/07/1977,ATIVA
07377548000102,JOSE VILMAR FABERO,,RS,NOVA ESPERANCA DO SUL,97.770-000,17/05/2005,ATIVA
17695813001460,JP SANTA LUCIA COMERCIO DE COMBUSTIVEIS LTDA,,RS,VILA NOVA DO SUL,97.385-000,20/08/2015,ATIVA
12918104000169,LAUDIR DELAZERI & FILHOS LTDA,POSTO SAO CRISTOVAO,RS,NOVA BRESCIA,95.950-000,23/11/2010,ATIVA
18250924000373,DRAKKAR COMERCIO DE COMBUSTIVEL EIRELI,POSTOS DRAKKAR,RS,CAPAO DA CANOA,95.555-000,05/06/2013,ATIVA
95591608000144,MAFFINI E CIA,,RS,SANTA MARIA,97.060-003,31/08/1966,ATIVA
89691059000853,MARQUETTO COMERCIO DE COMBUSTIVEIS LTDA,,RS,VENANCIO AIRES,95.800-000,21/06/2004,ATIVA
21315145000232,MMAS - COMERCIO DE COMBUSTIVEIS LTDA,,RS,CAPIVARI DO SUL,95.552-000,24/10/2016,ATIVA
23448964000364,MP POSTOS E LOGISTICA LTDA,POSTOS TRADICAO,RS,NOVO BARREIRO,98.338-000,08/10/2015,ATIVA
02249201000152,OURO NEGRO COMERCIO E SERVICOS LTDA - EM RECUPERACAO JUDICIAL,,RS,PORTO ALEGRE,90.560-004,24/11/1997,ATIVA
06180240000100,PEGASUS COMBUSTIVEIS E CONVENIENCIAS LTDA,,RS,PORTO ALEGRE,90.110-000,30/07/2003,ATIVA
11751495000298,PETROVIN POSTOS DE SERVICOS LTDA.,PETROVIN,RS,NOVO HAMBURGO,93.320-010,06/07/2010,ATIVA
03148171000150,PONTO HUM SERVICOS LTDA,POSTO PONTO HUM,RS,ARVOREZINHA,95.995-000,03/05/1999,ATIVA
13132529000100,POSTO 2011 DERIVADOS DE PETROLEO LTDA,,RS,NOVO HAMBURGO,93.540-020,20/01/2011,ATIVA
00595058000125,POSTO 212 SUL LTDA,,DF,BRASILIA,70.275-000,02/07/1980,ATIVA
01892399000125,POSTO 44 DERIVADOS DE PETROLEO LTDA,POSTO 44,RS,IJUI,98.700-000,08/05/1997,ATIVA
07688812000110,J.R. AIRES COMERCIAL DE COMBUSTIVEIS LTDA,,RS,SANTA MARIA,97.050-531,04/10/2005,ATIVA
07004809000130,POSTO BATOVI COMERCIAL - RS COMBUSTIVEIS E DERIVADOS LTDA,POSTO BATOVI,RS,SAO GABRIEL,97.300-000,16/09/2004,ATIVA
11064906000196,RICARDO BOZETTI EIRELI,,RS,POUSO NOVO,95.945-000,18/08/2009,ATIVA
20890807000154,POSTO DE COMBUSTIVEIS E CONVENIENCIAS CAMINHO DO GOL LTDA,CAMINHO DO GOL,RS,PORTO ALEGRE,90.810-240,21/08/2014,ATIVA
87540225000380,J A LIMA & CIA LTDA,,RS,ALEGRETE,97.543-000,09/04/1987,ATIVA
03533920000325,AUTO POSTO COMPARIN LTDA,,RS,SANANDUVA,99.840-000,25/07/2016,ATIVA
07768802000195,POSTO DE COMBUSTIVEIS DORAL LTDA,POSTO UNIVERSITARIO,RS,PORTO ALEGRE,90.810-000,29/11/2005,ATIVA
06249060000129,POSTO DE COMBUSTIVEIS PODIUM LTDA,POSTO PODIUM,RS,PORTO ALEGRE,90.550-141,06/05/2004,ATIVA
07473031000109,POSTO DE COMBUSTIVEIS CALCADAO LTDA.,,RS,SANTA MARIA DO HERVAL,93.995-000,28/06/2005,ATIVA
02308408000150,POSTO DE COMBUSTIVEL DA FIGUEIRA LTDA,,RS,VIAMAO,94.760-970,27/11/1997,ATIVA
08824904000496,POSTO DE COMBUSTIVEIS DAL RI LTDA.,POSTO DAL RI,RS,PASSA SETE,96.908-000,27/09/2013,ATIVA
97270060000166,A. S. IMOVEIS LTDA,,RS,GRAVATAI,94.045-340,04/11/1994,ATIVA
11360004000105,POSTO DE COMBUSTIVEL DA ROTULA LTDA,,RS,PORTO ALEGRE,91.740-000,01/12/2009,ATIVA
00851536000110,POSTO DE SERVICOS ANCHIETA LTDA,,RS,PORTO ALEGRE,91.330-002,03/10/1995,ATIVA
94943594000380,POSTO DE SERVICOS MARAVILHA LTDA,POSTO DE SERVICOS MARAVILHA,RS,OSORIO,95.520-000,12/12/1996,ATIVA
88492657000164,POSTO DO ALEIXO LTDA,POSTO DO ALEIXO,RS,CERRO LARGO,97.900-000,19/11/1982,ATIVA
22565878000107,POSTO DO BRIQUE LTDA,POSTO DO BRIQUE,RS,PORTO ALEGRE,90.035-191,29/05/2015,ATIVA
12443144000100,BRUSCATO & LIMA LTDA,,RS,URUGUAIANA,97.502-367,19/08/2010,ATIVA
89935837000136,VALDIR DOS SANTOS PREVIATTI & FILHO LTDA,V.S.P. & FILHO,RS,PALMEIRA DAS MISSOES,98.300-000,24/11/1983,ATIVA
94652906000134,COMERCIAL DE COMBUSTIVEIS MANOEL LTDA,,RS,VIAMAO,94.420-400,19/06/1992,ATIVA
19425853000101,POSTO DUEVILLE II LTDA,,RS,PORTO ALEGRE,90.220-006,18/12/2013,ATIVA
11877991000101,POSTO FAZENDA FIALHO EIRELI,POSTO F FIALHO,RS,TAQUARA,95.600-000,29/04/2010,ATIVA
89553564000165,POSTO GAROUPA LTDA,POSTO GAROUPA,RS,PORTO ALEGRE,91.140-001,01/02/1979,ATIVA
19259915000144,POSTO DE COMBUSTIVEIS INCONFIDENCIA LTDA,,RS,CANOAS,92.020-320,14/11/2013,ATIVA
13132511000109,POSTO JME DERIVADOS DE PETROLEO LTDA,,RS,NOVO HAMBURGO,93.542-000,20/01/2011,ATIVA
04558345000116,POSTO DE SERVICOS JOCIMAR LTDA,POSTO JOCIMAR,RS,OSORIO,95.520-000,10/07/2001,ATIVA
08744198000120,POSTO KNIES LTDA,,RS,VENANCIO AIRES,95.800-000,03/04/2007,ATIVA
17188823000195,SCHNEIDER & MATOS COMBUSTIVEIS LTDA,,RS,SAO LUIZ GONZAGA,97.800-000,12/11/2012,ATIVA
14764553000125,COMERCIAL DE COMBUSTIVEIS NOTA 10 LTDA,POSTO NOTA 10,RS,CRUZ ALTA,98.035-250,07/12/2011,ATIVA
09205835000152,POSTO PETROMINAS LTDA,POSTO PETROMINAS,DF,BRASILIA,70.296-010,20/11/2007,ATIVA
09091020000190,ABASTECEDORA DE COMBUSTIVEIS POSSAMAI LTDA,POSTO POSSAMAI,RS,CAXIAS DO SUL,95.010-100,18/09/2007,ATIVA
87540225000623,J A LIMA & CIA LTDA,POSTO PRACA NOVA,RS,ALEGRETE,97.542-320,17/11/2009,ATIVA
14739102000138,PRINCIPIO - COMERCIO DE COMBUSTIVEIS LTDA,,RS,MOSTARDAS,96.270-000,07/12/2011,ATIVA
04144661001202,RHRISS COMBUSTIVEIS LTDA,,RS,FONTOURA XAVIER,99.370-000,12/12/2003,ATIVA
94890647000180,POSTO ROTA 80 LTDA,,RS,GRAVATAI,94.090-120,03/08/1992,ATIVA
21024975000120,POSTO RS 239 DERIVADOS DE PETROLEO LTDA,,RS,PAROBE,95.630-000,11/09/2014,ATIVA
01991461000640,S S COMERCIO DE COMBUSTIVEIS SA,POSTO SANDER,RS,MUCUM,95.970-000,09/10/1997,ATIVA
05024339000141,POSTO SANTO EXPEDITO LTDA,POSTO SANTO EXPEDITO,RS,SANTO EXPEDITO DO SUL,99.895-000,19/04/2002,ATIVA
02791270000193,POSTO TONATTO LTDA,,RS,PORTO ALEGRE,90.560-005,15/10/1998,ATIVA
18055554000151,POSTO Z+Z 314 SUL LTDA,POSTO Z+Z 314 SUL,DF,BRASILIA,70.383-020,02/05/2013,ATIVA
19588456000142,POSTO ZOOLOGICO LTDA,,RS,SAPUCAIA DO SUL,93.212-220,23/01/2014,ATIVA
11711842000178,PRIMEIRO ALEGRETE COMERCIO DE COMBUSTIVEIS LTDA,PRIMEIRO ALEGRETE,RS,ALEGRETE,97.542-450,23/02/2010,ATIVA
13793895000100,R TAUBE POSTO DE COMBUSTIVEIS E CONVENIENCIAS LTDA,R TAUBE,RS,PORTO ALEGRE,90.820-080,13/06/2011,ATIVA
10768822000170,RDP - COMERCIO DE COMBUSTIVEIS LTDA,MEGA ROTULA DO PAPA COMERCIO DE COMBUSTIVEIS,RS,PORTO ALEGRE,90.880-481,12/02/2009,ATIVA
10670439000185,ROCHA E LENCINA COMERCIO DE COMBUSTIVEIS LTDA,POSTO AZENHA 24,RS,PORTO ALEGRE,90.880-000,19/02/2009,ATIVA
01991461002007,S S COMERCIO DE COMBUSTIVEIS SA,POSTO SANDER,RS,GARIBALDI,95.720-000,12/11/2013,ATIVA
89717409000137,SOCIEDADE DE ONIBUS CAPIVARENSE LTDA,SOCALTUR,RS,IVOTI,93.900-000,27/09/1966,ATIVA
88124375000880,STAEVIE & CIA LTDA,POSTO ESPIGAO 6,RS,SANTANA DO LIVRAMENTO,97.573-660,22/06/2012,ATIVA
95803037000164,TERRA NOVA COMERCIO DE IMOVEIS E COMBUSTIVEIS LTDA.,,RS,NOVO HAMBURGO,93.340-240,17/12/1992,ATIVA
94111838000104,THI COMERCIAL DE COMBUSTIVEIS EIRELI,THI COMERCIAL DE COMBUSTIVEIS,RS,TRIUNFO,95.840-000,25/06/1991,ATIVA
24642872000111,GENIAL IDEIAS E SOLUCOES LTDA,BMM- GENIAL TECH,RS,PORTO ALEGRE,90.570-080,19/04/2016,ATIVA
88263942000103,IMPRESSOS PORTAO LTDA,,RS,SAO LEOPOLDO,93.110-000,28/01/1976,ATIVA
94055977000150,TERRAMAR IMAGEM E CONTEUDO LTDA,,RS,PORTO ALEGRE,90.820-000,07/06/1991,ATIVA
76535764000143,OI S.A. - EM RECUPERACAO JUDICIAL,OI,RJ,RIO DE JANEIRO,20.230-070,26/09/1966,ATIVA
02558157001720,TELEFONICA BRASIL S.A.,,RS,PORTO ALEGRE,90.040-130,06/08/2002,ATIVA
34028316437552,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC AVENIDA FARRAPOS,RS,PORTO ALEGRE,90.231-970,08/08/1974,ATIVA
34028316566441,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,ECT DR RS AG CENTRAL,RS,PORTO ALEGRE,90.010-001,19/11/1979,ATIVA
10877088000188,ADILSON DA ROSA & CIA LTDA,RESTAURANTE BELA VISTA,RS,FREDERICO WESTPHALEN,98.400-000,01/06/2009,ATIVA
00719746000150,ADRIANA GRIPPA DA SILVA SLAYFER,LA PIZZA,RS,PORTO ALEGRE,91.150-001,17/07/1995,ATIVA
11500108000160,ADRIANA MARIA EBONE & CIA LTDA,PADARIA E CONFEITARIA RECANTO,RS,SAO LUIZ GONZAGA,97.800-000,19/01/2010,ATIVA
13873925000199,ANDREA GAMA DA SILVA,RESTAURANTE LANCHERIA E CHURRASCARIA PRATO DO DIA,,,,13/05/2011,BAIXADA
42591651079815,ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,MCDONALD'S,RS,PORTO ALEGRE,90.510-000,05/02/2002,ATIVA
42591651104941,ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,MCDONALDS,DF,BRASILIA,70.705-910,23/03/2004,ATIVA
42591651176349,ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,,DF,BRASILIA,71.608-900,12/05/2014,ATIVA
23964311000176,RESTAURANTE ARENA GRILL LTDA,ARENA GRILL,RS,SANTO ANGELO,98.801-640,12/01/2016,ATIVA
90344219000109,AUTO POSTO KAKAREKO II LTDA,KAKAREKO II,RS,SEBERI,98.380-000,11/07/1985,ATIVA
91262527000140,JOAO ADALBERTO DA ROSA E SILVA,BAR DO MOTORISTA,RS,URUGUAIANA,97.510-431,06/11/1986,ATIVA
89678395000190,BAR RESTAURANTE E HOTEL CORTES EIRELI,RESTAURANTE PARADOURO V,RS,PANTANO GRANDE,96.690-000,14/02/1984,ATIVA
88231931000141,BATOVI COMERCIAL DE REFEICOES LTDA,PARADA DE BOM GOSTO,RS,SAO GABRIEL,97.300-000,26/05/1982,ATIVA
05033214000188,BIER FASS RESTAURANTE MUSEU LTDA.,,DF,BRASILIA,71.680-603,09/04/2002,ATIVA
92970193000121,BOMBONIERE SO BOM LTDA,,RS,PORTO ALEGRE,90.035-900,24/06/1970,ATIVA
01394586000189,BOVISUL GASTRONOMIA LTDA,RESTAURANTE DA PRACA,RS,URUGUAIANA,97.510-000,22/08/1996,ATIVA
94522612000198,GLADISSON DO PRADO MORAIS,,RS,ALEGRETE,97.546-550,27/03/1992,ATIVA
12166502000176,CARLOS R L SCHWANTES,RESTAURANTE CANTINA,RS,IJUI,98.700-000,03/07/2010,ATIVA
26512539000113,CHAO DE ESTRELAS RESTAURANTE E PIZZARIA EIRELI,,DF,BRASILIA,70.723-540,09/11/2016,ATIVA
07172954000120,CHURRASCARIA BOI E BRASA LTDA.,,RS,LAJEADO,95.900-000,13/01/2005,ATIVA
03337830000105,NARA MARLI DA SILVA MANARA,,RS,SAO FRANCISCO DE ASSIS,97.610-000,09/08/1999,ATIVA
06330597000119,RESTAURANTE E CHURRASCARIA DELAZERI LTDA,,RS,ELDORADO DO SUL,92.990-000,24/06/2004,ATIVA
00860951000130,CHURRASCARIA PORTO BELLO LTDA,,RS,PORTO ALEGRE,90.620-110,17/10/1995,ATIVA
26164184000119,BORGES E CHIES CHURRASCARIA LTDA,,RS,GRAVATAI,94.045-360,13/09/2016,ATIVA
10860089000110,ROBERTO JOAO ROMANOSKI,CHURRASCARIA SANTA FE,RS,ALVORADA,94.810-000,29/09/2008,ATIVA
05810839000109,COMERCIO DE ALIMENTOS PIQUIRI LTDA,RESTAURANTE PAPAGAIO,RS,CACHOEIRA DO SUL,96.508-970,31/07/2003,ATIVA
10509556000161,COMERCIAL DE ALIMENTOS SILVA & AURISTER LTDA,CAFE RUA GRANDE,RS,SAO LEOPOLDO,93.010-002,11/11/2008,ATIVA
91669796000559,CONFEITARIA DO AEROPORTO LTDA.,CAFE 2 PISO,RS,PORTO ALEGRE,90.200-310,19/10/2015,ATIVA
74552068001434,CPQ BRASIL S/A,CPQ BRASIL,DF,BRASILIA,71.608-000,17/03/2014,ATIVA
17112910000169,DKAFE CAFETERIA LTDA,,RS,PORTO ALEGRE,90.470-130,01/11/2012,ATIVA
20320631000286,OLH FOODS ALIMENTOS LTDA,DUNKIN DONUTS,DF,BRASILIA,71.608-900,09/12/2014,ATIVA
10211963000198,GALETO FAMIGLIA STAPASOLLA LTDA,GALETO D'ITALIA,RS,NOVO HAMBURGO,93.336-140,24/07/2008,ATIVA
02022950000142,GALETERIA BELLA ITALIA LTDA,,RS,PORTO ALEGRE,90.240-002,29/07/1997,ATIVA
13360340000175,GMG COMERCIO DE ALIMENTOS LTDA,BACO,DF,BRASILIA,70.257-530,10/03/2011,ATIVA
93359610000167,VARLEI BUSANELLO,BUSANELLO GRILL E CHURRASCARIA,RS,ALEGRETE,97.542-000,03/05/1990,ATIVA
24419149000259,GSS EMPREENDIMENTOS ALIMENTICIOS EIRELI,,RS,PORTO ALEGRE,90.200-310,14/06/2016,ATIVA
00383116000157,HOSMAN BRATZ,TROPICALI'S RESTAURANTE,RS,SAO LOURENCO DO SUL,96.170-000,09/01/1995,ATIVA
92788165000198,HOTEL EMBAIXADOR LTDA,HOTEL EMBAIXADOR,RS,PORTO ALEGRE,90.010-240,08/05/1973,ATIVA
08538481000286,JACQUES RESTAURANTE LTDA,,RS,PORTO ALEGRE,90.013-901,25/11/2009,ATIVA
05202077000249,JLM RESTAURANTE LTDA,SPOLETO,DF,BRASILIA,71.608-900,23/08/2013,ATIVA
19847123000352,L & L EMPREENDIMENTOS ALIMENTICIOS EIRELI,FLYCAFE,RS,PORTO ALEGRE,90.200-310,03/12/2015,ATIVA
94590361000189,LUIZA MAR RODRIGUES PEIXE,,RS,ROSARIO DO SUL,97.590-000,22/09/1992,ATIVA
01160529000135,CLAUDIO ROBERTO GIRARDI ALVES,LANCHERIA IPIRANGA,RS,CAPIVARI DO SUL,95.552-000,19/04/1996,ATIVA
02589899000155,ELISA BERTRAM E CIA LTDA,LISARUTH DELICIAS CASEIRAS,RS,SANTA CRUZ DO SUL,96.810-970,05/06/1998,ATIVA
21731489000141,IRMAOS DE MAMAN LTDA,SABOR BRESCIENSE,RS,NOVA BRESCIA,95.950-000,21/01/2015,ATIVA
15562881000101,MARISA BEATRIZ WESCHENFELDER,,RS,SOBRADINHO,96.900-000,16/05/2012,ATIVA
37505757000228,HADCO COMERCIO DE ALIMENTOS LTDA,,DF,BRASILIA,70.310-500,03/05/1993,ATIVA
08725076000196,PIZZARIA MUNHOZ LTDA,DON AUGUSTO,RS,SANTO ANGELO,98.801-560,15/03/2007,ATIVA
10144568000130,SANTA HELENA GRILL LTDA,SANTA HELENA CACHACARIA GRILL,RS,OSORIO,95.520-000,11/07/2008,ATIVA
03732840000137,ODETE TEREZINHA GARBIN,,RS,TAPEJARA,99.950-000,23/03/2000,ATIVA
94779295000190,DOCES PERETTO EIRELI,,RS,OSORIO,95.520-000,05/10/1992,ATIVA
87838108000136,POSTO DO KUNO LTDA,,RS,FELIZ,95.770-000,02/07/1974,ATIVA
